LncRNA_symbol	Entrez_ID	Target_official_symbol	Target_entrez_gene_ID	PMID	Source	RadiationDB_target gene_annotation
NEAT1	283131	hsa-miR-424-5p	494336	33904112	LncRNA2Target	Experiment
NEAT1	283131	hsa-miR-500a	574502	33982777	LncRNA2Target	-
NEAT1	283131	hsa-miR-491-5p	574444	33995475	LncRNA2Target	-
NKILA	105416157	NFKB1	4790	27613832	LncRNA2Target	Experiment
NKILA	105416157	hsa-miR-145-5p	406937	32016955	LncRNA2Target	Experiment
NORAD	647979	hsa-miR-106a-5p	406899	28919047	LncRNA2Target	Experiment
NORAD	647979	hsa-miR-125a-5p	406910	29121972	LncRNA2Target	Experiment
NORAD	647979	hsa-miR-202-3p	574448	29471886	LncRNA2Target	-
NORAD	647979	hsa-miR-656	724026	31207175	LncRNA2Target	-
NORAD	647979	hsa-miR-155-5p	406947	31250987	LncRNA2Target	Experiment
NORAD	647979	hsa-miR-590-5p	693175	32323787	LncRNA2Target	-
NORAD	647979	hsa-miR-204-5p	406987	32687247	LncRNA2Target	Experiment
NORAD	647979	hsa-miR-495-3p	574453	32694945	LncRNA2Target	Experiment
OIP5-AS1	729082	hsa-miR-448	554212	29247949	LncRNA2Target	Experiment
OIP5-AS1	729082	hsa-miR-137	406928	29728583	LncRNA2Target	Experiment
OIP5-AS1	729082	hsa-miR-148a-3p	406940	29728583	LncRNA2Target	-
OIP5-AS1	729082	hsa-miR-22-3p	407004	29728583	LncRNA2Target	Experiment
OIP5-AS1	729082	hsa-miR-30a	407029	29728583	LncRNA2Target	Experiment
OIP5-AS1	729082	hsa-miR-30b-5p	407030	29728583	LncRNA2Target	Prediction
OIP5-AS1	729082	hsa-miR-338-3p	442906	29728583	LncRNA2Target	Experiment
OIP5-AS1	729082	hsa-miR-369-3p	442914	29773344	LncRNA2Target	-
OIP5-AS1	729082	hsa-miR-29b-3p	0	32037864	LncRNA2Target	Experiment
OIP5-AS1	729082	hsa-miR-363-3p	574031	32042127	LncRNA2Target	-
OIP5-AS1	729082	hsa-miR-153-3p	0	32196594	LncRNA2Target	Experiment
OIP5-AS1	729082	hsa-miR-27a-3p	407018	32410883	LncRNA2Target	Experiment
OIP5-AS1	729082	hsa-miR-377-3p	494326	32440152	LncRNA2Target	-
OIP5-AS1	729082	hsa-miR-216a	406998	32916503	LncRNA2Target	Experiment
OIP5-AS1	729082	hsa-miR-340-5p	442908	32945479	LncRNA2Target	Experiment
OIP5-AS1	729082	hsa-miR-98-5p	407054	32990894	LncRNA2Target	Experiment
OIP5-AS1	729082	hsa-miR-143-3p	406935	33364844	LncRNA2Target	Experiment
OIP5-AS1	729082	hsa-miR-27b-3p	407019	33692839	LncRNA2Target	Experiment
OIP5-AS1	729082	hsa-miR-128-1	406915	33760168	LncRNA2Target	-
OIP5-AS1	729082	hsa-miR-217	406999	33928606	LncRNA2Target	-
PCAT1	100750225	CDKN1A	1026	28571676	LncRNA2Target	Experiment
PCAT1	100750225	hsa-miR-122	406906	28753454	LncRNA2Target	Experiment
PCAT1	100750225	MYC	4609	28884413	LncRNA2Target	Experiment
PCAT1	100750225	FSCN1	6624	28922730	LncRNA2Target	Experiment
PCAT1	100750225	hsa-miR-145-5p	406937	28922730	LncRNA2Target	Experiment
PCAT1	100750225	hsa-miR-129-1	406917	28931210	LncRNA2Target	-
PCAT1	100750225	EZH2	2146	29291409	LncRNA2Target	Experiment
PCAT1	100750225	hsa-miR-129-5p	0	30899305	LncRNA2Target	Experiment
PCAT1	100750225	hsa-miR-149-5p	406941	31646561	LncRNA2Target	Experiment
PCAT1	100750225	hsa-miR-324	442898	32864009	LncRNA2Target	-
PCAT1	100750225	hsa-miR-128	102464793	33116617	LncRNA2Target	Experiment
PCAT6	100506696	MYC	4609	27458097	LncRNA2Target	Experiment
PCAT6	100506696	TP53	7157	27458097	LncRNA2Target	Experiment
PCAT6	100506696	hsa-miR-543	100126335	32103984	LncRNA2Target	-
PCAT6	100506696	hsa-miR-326	442900	33552977	LncRNA2Target	-
PCAT6	100506696	hsa-miR-326	442900	33907581	LncRNA2Target	-
PVT1	5820	COL4A1	1282	21526116	LncRNA2Target	Prediction
PVT1	5820	FN1	2335	21526116	LncRNA2Target	Experiment
PVT1	5820	SERPINE1	5054	21526116	LncRNA2Target	Experiment
PVT1	5820	TGFB1	7040	21526116	LncRNA2Target	Experiment
PVT1	5820	EZH2	2146	25890171	LncRNA2Target	Experiment
PVT1	5820	ABCB1	5243	25956062	LncRNA2Target	Experiment
PVT1	5820	ABCC1	4363	25956062	LncRNA2Target	-
PVT1	5820	HIF1A	3091	25956062	LncRNA2Target	Experiment
PVT1	5820	MTOR	2475	25956062	LncRNA2Target	Experiment
PVT1	5820	EZH2	2146	26427660	LncRNA2Target	Experiment
PVT1	5820	TSHR	7253	26427660	LncRNA2Target	-
PVT1	5820	MYC	4609	26545364	LncRNA2Target	Experiment
PVT1	5820	SMAD4	4089	26884974	LncRNA2Target	Experiment
PVT1	5820	TGFB1	7040	26884974	LncRNA2Target	Experiment
PVT1	5820	EZH2	2146	26908628	LncRNA2Target	Experiment
PVT1	5820	LATS2	26524	26908628	LncRNA2Target	-
PVT1	5820	NCL	4691	27232880	LncRNA2Target	Experiment
PVT1	5820	MMP9	4318	27357608	LncRNA2Target	Experiment
PVT1	5820	PTCH1	5727	27588491	LncRNA2Target	Experiment
PVT1	5820	FOXM1	2305	27756785	LncRNA2Target	Experiment
PVT1	5820	hsa-miR-146a	406938	27794184	LncRNA2Target	-
PVT1	5820	hsa-miR-195-5p	406971	27813492	LncRNA2Target	Experiment
PVT1	5820	EZH2	2146	28296507	LncRNA2Target	Experiment
PVT1	5820	hsa-miR-195-5p	406971	28296507	LncRNA2Target	Experiment
PVT1	5820	hsa-miR-26b-5p	407017	28409552	LncRNA2Target	Experiment
PVT1	5820	hsa-miR-488-3p	574441	28520497	LncRNA2Target	-
PVT1	5820	hsa-miR-497-5p	574456	28602700	LncRNA2Target	-
PVT1	5820	hsa-miR-214-3p	406996	28800314	LncRNA2Target	Experiment
PVT1	5820	hsa-miR-195-5p	406971	28848163	LncRNA2Target	Experiment
PVT1	5820	ABCB1	5243	28969069	LncRNA2Target	Experiment
PVT1	5820	ABCC1	4363	28969069	LncRNA2Target	-
PVT1	5820	CASP3	836	29050519	LncRNA2Target	Experiment
PVT1	5820	CASP9	842	29050519	LncRNA2Target	-
PVT1	5820	MYC	4609	29050519	LncRNA2Target	Experiment
PVT1	5820	hsa-miR-9-5p	0	29156724	LncRNA2Target	Experiment
PVT1	5820	ANGPTL4	51129	29193797	LncRNA2Target	-
PVT1	5820	MCL1	4170	29254209	LncRNA2Target	Experiment
PVT1	5820	hsa-miR-126-3p	406913	29277611	LncRNA2Target	Experiment
PVT1	5820	EZH2	2146	29286144	LncRNA2Target	Experiment
PVT1	5820	hsa-miR-200c-3p	406985	29286144	LncRNA2Target	Experiment
PVT1	5820	hsa-miR-190a	406965	29501773	LncRNA2Target	-
PVT1	5820	hsa-miR-26b-5p	407017	29620147	LncRNA2Target	Experiment
PVT1	5820	hsa-miR-519d	574480	30304557	LncRNA2Target	Experiment
PVT1	5820	hsa-miR-152	406943	30661902	LncRNA2Target	-
PVT1	5820	hsa-miR-217	406999	30720199	LncRNA2Target	-
PVT1	5820	hsa-miR-143-3p	406935	30825877	LncRNA2Target	Experiment
PVT1	5820	hsa-miR-145-5p	406937	31369196	LncRNA2Target	Experiment
PVT1	5820	hsa-miR-145-5p	406937	31951853	LncRNA2Target	Experiment
PVT1	5820	hsa-miR-526b-5p	574468	32002028	LncRNA2Target	-
PVT1	5820	hsa-miR-17	406952	32021261	LncRNA2Target	-
PVT1	5820	hsa-miR-3619-5p	100500828	32156248	LncRNA2Target	-
PVT1	5820	hsa-miR-519d	574480	32201527	LncRNA2Target	Experiment
PVT1	5820	hsa-miR-190a	406965	32266032	LncRNA2Target	-
PVT1	5820	hsa-miR-3619-5p	100500828	32407172	LncRNA2Target	-
PVT1	5820	hsa-miR-15a-5p	406948	32624708	LncRNA2Target	Experiment
PVT1	5820	hsa-miR-145-5p	406937	32918701	LncRNA2Target	Experiment
PVT1	5820	hsa-miR-150-5p	406942	32945498	LncRNA2Target	Experiment
PVT1	5820	hsa-miR-543	100126335	32982402	LncRNA2Target	-
PVT1	5820	hsa-miR-23a-3p	407010	33049089	LncRNA2Target	Experiment
PVT1	5820	hsa-miR-106a-5p	406899	33061574	LncRNA2Target	Experiment
RBM5-AS1	100775107	MYC	4609	27520449	LncRNA2Target	Experiment
RBM5-AS1	100775107	SGK1	6446	27520449	LncRNA2Target	Experiment
RBM5-AS1	100775107	YAP1	10413	27520449	LncRNA2Target	Experiment
RPPH1	85495	hsa-miR-328	442901	31645843	LncRNA2Target	-
SBF2-AS1	283104	SUZ12	23512	27154193	LncRNA2Target	-
SBF2-AS1	283104	hsa-miR-362-5p	574030	32364763	LncRNA2Target	-
SBF2-AS1	283104	hsa-miR-431-5p	574038	32602632	LncRNA2Target	-
TP53COR1	102800311	Notch1	25496	27391793	LncRNA2Target	-
TP53COR1	102800311	hsa-miR-17	406952	30535441	LncRNA2Target	-
TP53COR1	102800311	hsa-miR-625-5p	693210	31004593	LncRNA2Target	-
TP53COR1	102800311	hsa-miR-181b-5p	0	33944652	LncRNA2Target	-
TP53TG1	11257	HSPA5	3309	28569381	LncRNA2Target	Experiment
TP53TG1	11257	IDH1	3417	28569381	LncRNA2Target	-
TP53TG1	11257	PKM	5315	28569381	LncRNA2Target	Experiment
TP53TG1	11257	hsa-miR-524-3p	574478	32762546	LncRNA2Target	-
TP73-AS1	57212	BDH2	56898	26799587	LncRNA2Target	-
TP73-AS1	57212	RFX1	5989	28168356	LncRNA2Target	-
TP73-AS1	57212	hsa-miR-200a-3p	406983	28403886	LncRNA2Target	Experiment
TP73-AS1	57212	hsa-miR-141-3p	406933	30643007	LncRNA2Target	-
TP73-AS1	57212	hsa-miR-494	574452	31819485	LncRNA2Target	-
TP73-AS1	57212	hsa-miR-27b-3p	407019	32764992	LncRNA2Target	Experiment
TP73-AS1	57212	hsa-miR-34a-5p	407040	32901838	LncRNA2Target	Experiment
TP73-AS1	57212	hsa-miR-495-3p	574453	33400379	LncRNA2Target	Experiment
TPT1-AS1	100190939	hsa-miR-324	442898	30045766	LncRNA2Target	-
TRPM2-AS	101928607	TRPM2	7226	24931166	LncRNA2Target	-
TRPM2-AS	101928607	hsa-miR-22-3p	407004	33658791	LncRNA2Target	Experiment
TTN-AS1	100506866	hsa-miR-4677	100616343	31173403	LncRNA2Target	-
TTN-AS1	100506866	hsa-miR-134	406924	31600142	LncRNA2Target	-
TTN-AS1	100506866	hsa-miR-376a-3p	0	31610194	LncRNA2Target	-
TTN-AS1	100506866	hsa-miR-15a-5p	406948	32049388	LncRNA2Target	Experiment
TTN-AS1	100506866	hsa-miR-524-3p	574478	32547107	LncRNA2Target	-
TTN-AS1	100506866	hsa-miR-376a-3p	0	32945477	LncRNA2Target	-
UCA1	652995	AKT1	207	22285928	LncRNA2Target	Experiment
UCA1	652995	CDKN2B	1030	22285928	LncRNA2Target	-
UCA1	652995	CREB1	1385	22285928	LncRNA2Target	Experiment
UCA1	652995	EP300	2033	22285928	LncRNA2Target	-
UCA1	652995	TGFB1	7040	22285928	LncRNA2Target	Experiment
UCA1	652995	AKT3	10000	22576688	LncRNA2Target	-
UCA1	652995	ARNT2	9915	22576688	LncRNA2Target	-
UCA1	652995	ATM	472	22576688	LncRNA2Target	Experiment
UCA1	652995	BCR	613	22576688	LncRNA2Target	-
UCA1	652995	CRKL	1399	22576688	LncRNA2Target	-
UCA1	652995	EPAS1	2034	22576688	LncRNA2Target	Prediction
UCA1	652995	FAS	355	22576688	LncRNA2Target	-
UCA1	652995	FGF1	2246	22576688	LncRNA2Target	-
UCA1	652995	FN1	2335	22576688	LncRNA2Target	Experiment
UCA1	652995	FZD5	7855	22576688	LncRNA2Target	-
UCA1	652995	LAMA3	3909	22576688	LncRNA2Target	-
UCA1	652995	MAPK1	5594	22576688	LncRNA2Target	Prediction
UCA1	652995	PDGFB	5155	22576688	LncRNA2Target	-
UCA1	652995	PRKAR2A	5576	22576688	LncRNA2Target	-
UCA1	652995	PTGS2	5743	22576688	LncRNA2Target	Experiment
UCA1	652995	SUFU	51684	22576688	LncRNA2Target	-
UCA1	652995	WNT5A	7474	22576688	LncRNA2Target	Prediction
UCA1	652995	WNT6	7475	24495014	LncRNA2Target	-
UCA1	652995	CDKN1A	1026	24993775	LncRNA2Target	Experiment
UCA1	652995	hsa-miR-1-1	406904	25015192	LncRNA2Target	-
UCA1	652995	hsa-miR-143-3p	406935	26439035	LncRNA2Target	Experiment
UCA1	652995	hsa-miR-193a	406968	26655272	LncRNA2Target	-
UCA1	652995	hsa-miR-485	574436	26867765	LncRNA2Target	-
UCA1	652995	GSK3B	2932	27424981	LncRNA2Target	Experiment
UCA1	652995	CREB	692871	27591936	LncRNA2Target	-
UCA1	652995	hsa-miR-18a	777937	27629141	LncRNA2Target	Experiment
UCA1	652995	hsa-miR-204-5p	406987	27667646	LncRNA2Target	Experiment
UCA1	652995	hsa-miR-27b-3p	407019	27694794	LncRNA2Target	Experiment
UCA1	652995	MTOR	2475	27765938	LncRNA2Target	Experiment
UCA1	652995	ABCB1	5243	27854515	LncRNA2Target	Experiment
UCA1	652995	GDE1	51573	27854515	LncRNA2Target	-
UCA1	652995	hsa-miR-182-5p	406958	28137422	LncRNA2Target	Experiment
UCA1	652995	hsa-miR-203a-3p	406986	28271214	LncRNA2Target	Prediction
UCA1	652995	hsa-miR-135a-5p	0	28315290	LncRNA2Target	-
UCA1	652995	hsa-miR-495-3p	574453	28466784	LncRNA2Target	Experiment
UCA1	652995	hsa-miR-122	406906	28548636	LncRNA2Target	Experiment
UCA1	652995	hsa-miR-144-3p	406936	28762326	LncRNA2Target	Experiment
UCA1	652995	FSD1	79187	28861160	LncRNA2Target	-
UCA1	652995	HES1	3280	28861160	LncRNA2Target	-
UCA1	652995	hsa-miR-184	406960	29125238	LncRNA2Target	-
UCA1	652995	hsa-miR-195-5p	406971	29130995	LncRNA2Target	Experiment
UCA1	652995	hsa-miR-204-5p	406987	29207643	LncRNA2Target	Experiment
UCA1	652995	CCND1	595	29221199	LncRNA2Target	Experiment
UCA1	652995	hsa-miR-9-5p	0	29279851	LncRNA2Target	Experiment
UCA1	652995	CASP3	836	29441929	LncRNA2Target	Experiment
UCA1	652995	hsa-miR-96-5p	407053	29500870	LncRNA2Target	Experiment
UCA1	652995	YAP1	10413	29510195	LncRNA2Target	Experiment
UCA1	652995	CXCR4	7852	29523218	LncRNA2Target	Experiment
UCA1	652995	hsa-miR-206	406989	29523226	LncRNA2Target	Experiment
UCA1	652995	SNAI2	6591	29774079	LncRNA2Target	Experiment
UCA1	652995	hsa-miR-204-5p	406987	30425512	LncRNA2Target	Experiment
UCA1	652995	hsa-miR-627	693212	30518750	LncRNA2Target	-
UCA1	652995	hsa-miR-206	406989	30633352	LncRNA2Target	Experiment
UCA1	652995	hsa-miR-582-5p	693167	30666128	LncRNA2Target	Prediction
UCA1	652995	hsa-miR-28-5p	407020	30988802	LncRNA2Target	-
UCA1	652995	hsa-miR-143-3p	406935	30998966	LncRNA2Target	Experiment
UCA1	652995	hsa-miR-122	406906	31258634	LncRNA2Target	Experiment
UCA1	652995	hsa-miR-143-3p	406935	31951852	LncRNA2Target	Experiment
UCA1	652995	hsa-miR-654-5p	724024	32016960	LncRNA2Target	-
UCA1	652995	hsa-miR-23b-3p	407011	32801774	LncRNA2Target	Experiment
UCA1	652995	hsa-miR-873-5p	100126316	32826854	LncRNA2Target	-
UCA1	652995	hsa-miR-331-3p	442903	32943997	LncRNA2Target	-
XIST	7503	hsa-miR-152	406943	25578780	LncRNA2Target	-
XIST	7503	EZH2	2146	27501756	LncRNA2Target	Experiment
XIST	7503	KLF2	10365	27501756	LncRNA2Target	-
XIST	7503	hsa-miR-101-3p	102464801	27620004	LncRNA2Target	Experiment
XIST	7503	BCL2	596	28248928	LncRNA2Target	Experiment
XIST	7503	CDH1	999	28248928	LncRNA2Target	Experiment
XIST	7503	hsa-miR-137	406928	28287613	LncRNA2Target	Experiment
XIST	7503	hsa-miR-320b-1	100302117	28409547	LncRNA2Target	-
XIST	7503	hsa-miR-186-5p	406862	28448993	LncRNA2Target	Experiment
XIST	7503	WDR5	11091	28487115	LncRNA2Target	-
XIST	7503	hsa-miR-140-5p	406932	28656261	LncRNA2Target	-
XIST	7503	hsa-miR-132-3p	406921	28730777	LncRNA2Target	Experiment
XIST	7503	hsa-miR-29c-3p	407026	28831025	LncRNA2Target	Experiment
XIST	7503	hsa-miR-200b-3p	406984	28837144	LncRNA2Target	-
XIST	7503	hsa-miR-9-5p	0	28869948	LncRNA2Target	Experiment
XIST	7503	hsa-let-7i-5p	406891	28961027	LncRNA2Target	-
XIST	7503	hsa-miR-29c-3p	407026	28985197	LncRNA2Target	Experiment
XIST	7503	hsa-miR-21-5p	406991	29048648	LncRNA2Target	Experiment
XIST	7503	ATG7	10533	29130102	LncRNA2Target	-
XIST	7503	hsa-miR-17	406952	29130102	LncRNA2Target	-
XIST	7503	TYMS	7298	29137332	LncRNA2Target	Experiment
XIST	7503	hsa-miR-138-1	406929	29212249	LncRNA2Target	-
XIST	7503	hsa-miR-130a-3p	406919	29226319	LncRNA2Target	Experiment
XIST	7503	hsa-miR-137	406928	29337100	LncRNA2Target	Experiment
XIST	7503	hsa-miR-141-3p	406933	29339211	LncRNA2Target	-
XIST	7503	hsa-miR-367-3p	442912	29339211	LncRNA2Target	-
XIST	7503	hsa-miR-140-5p	406932	29371940	LncRNA2Target	-
XIST	7503	hsa-miR-9-5p	0	29371940	LncRNA2Target	Experiment
XIST	7503	hsa-miR-195-5p	406971	29384226	LncRNA2Target	Experiment
XIST	7503	hsa-miR-137	406928	29495975	LncRNA2Target	Experiment
XIST	7503	hsa-miR-155-5p	406947	29550489	LncRNA2Target	Experiment
XIST	7503	hsa-miR-137	406928	29812958	LncRNA2Target	Experiment
XIST	7503	hsa-miR-124	0	30114638	LncRNA2Target	Experiment
XIST	7503	hsa-miR-34a-5p	407040	30463570	LncRNA2Target	Experiment
XIST	7503	hsa-miR-494	574452	30551480	LncRNA2Target	-
XIST	7503	hsa-miR-137	406928	30651857	LncRNA2Target	Experiment
XIST	7503	hsa-miR-133a	0	31602223	LncRNA2Target	Experiment
XIST	7503	hsa-miR-148a-3p	406940	31810117	LncRNA2Target	-
XIST	7503	hsa-miR-144-3p	406936	31894287	LncRNA2Target	Experiment
XIST	7503	hsa-miR-375	494324	31933968	LncRNA2Target	Experiment
XIST	7503	hsa-miR-454	768216	32098924	LncRNA2Target	-
XIST	7503	hsa-miR-21-5p	406991	32106367	LncRNA2Target	Experiment
XIST	7503	hsa-miR-140-5p	406932	32127028	LncRNA2Target	-
XIST	7503	hsa-miR-17	406952	32282501	LncRNA2Target	-
XIST	7503	hsa-miR-203a-3p	406986	32326773	LncRNA2Target	Prediction
XIST	7503	hsa-miR-204-5p	406987	32345778	LncRNA2Target	Experiment
XIST	7503	hsa-miR-142	406934	32347551	LncRNA2Target	-
XIST	7503	hsa-miR-142	406934	32581553	LncRNA2Target	-
XIST	7503	hsa-miR-125b-5p	102466056	32774715	LncRNA2Target	Experiment
XIST	7503	hsa-miR-337-3p	442905	32830093	LncRNA2Target	-
XIST	7503	hsa-miR-599	693184	33566259	LncRNA2Target	-
XIST	7503	hsa-miR-16-1	406950	33583218	LncRNA2Target	Experiment
XIST	7503	hsa-miR-155-5p	406947	33767772	LncRNA2Target	Experiment
XIST	7503	hsa-miR-192-5p	406967	33858324	LncRNA2Target	-
